エポック番号( E) ,開始時刻 ,睡眠ステージ
1,2:50:42,WK
2,2:51:12,WK
3,2:51:42,WK
4,2:52:12,WK
5,2:52:42,WK
6,2:53:12,N1
7,2:53:42,N1
8,2:54:12,N2
9,2:54:42,N2
10,2:55:12,N2
11,2:55:42,N2
12,2:56:12,N2
13,2:56:42,N2
14,2:57:12,N2
15,2:57:42,N2
16,2:58:12,N2
17,2:58:42,N2
18,2:59:12,N2
19,2:59:42,N2
20,3:00:12,N2
21,3:00:42,N2
22,3:01:12,N2
23,3:01:42,N2
24,3:02:12,N2
25,3:02:42,N2
26,3:03:12,N2
27,3:03:42,N2
28,3:04:12,N2
29,3:04:42,N2
30,3:05:12,N2
31,3:05:42,N2
32,3:06:12,N2
33,3:06:42,N2
34,3:07:12,N2
35,3:07:42,N2
36,3:08:12,N2
37,3:08:42,N2
38,3:09:12,N2
39,3:09:42,N2
40,3:10:12,N2
41,3:10:42,N2
42,3:11:12,N2
43,3:11:42,N2
44,3:12:12,N2
45,3:12:42,N2
46,3:13:12,N2
47,3:13:42,N2
48,3:14:12,N2
49,3:14:42,N1
50,3:15:12,N2
51,3:15:42,N2
52,3:16:12,N2
53,3:16:42,N2
54,3:17:12,N2
55,3:17:42,N2
56,3:18:12,N2
57,3:18:42,N2
58,3:19:12,N3
59,3:19:42,WK
60,3:20:12,N1
61,3:20:42,WK
62,3:21:12,N1
63,3:21:42,N2
64,3:22:12,N2
65,3:22:42,N2
66,3:23:12,N2
67,3:23:42,N2
68,3:24:12,N2
69,3:24:42,N2
70,3:25:12,N2
71,3:25:42,N2
72,3:26:12,N2
73,3:26:42,N2
74,3:27:12,N2
75,3:27:42,N2
76,3:28:12,N3
77,3:28:42,N2
78,3:29:12,N2
79,3:29:42,N2
80,3:30:12,N2
81,3:30:42,N2
82,3:31:12,N2
83,3:31:42,N2
84,3:32:12,N2
85,3:32:42,N3
86,3:33:12,N3
87,3:33:42,N2
88,3:34:12,N2
89,3:34:42,N2
90,3:35:12,N2
91,3:35:42,N3
92,3:36:12,N2
93,3:36:42,N2
94,3:37:12,N2
95,3:37:42,N2
96,3:38:12,N2
97,3:38:42,N3
98,3:39:12,N2
99,3:39:42,N2
100,3:40:12,N3
101,3:40:42,N3
102,3:41:12,N3
103,3:41:42,N2
104,3:42:12,N2
105,3:42:42,N2
106,3:43:12,N3
107,3:43:42,N2
108,3:44:12,N2
109,3:44:42,N2
110,3:45:12,N2
111,3:45:42,N2
112,3:46:12,N3
113,3:46:42,N2
114,3:47:12,N2
115,3:47:42,N3
116,3:48:12,N3
117,3:48:42,N3
118,3:49:12,REM
119,3:49:42,REM
120,3:50:12,REM
121,3:50:42,REM
122,3:51:12,REM
123,3:51:42,REM
124,3:52:12,REM
125,3:52:42,REM
126,3:53:12,REM
127,3:53:42,REM
128,3:54:12,REM
129,3:54:42,REM
130,3:55:12,REM
131,3:55:42,REM
132,3:56:12,REM
133,3:56:42,REM
134,3:57:12,REM
135,3:57:42,REM
136,3:58:12,REM
137,3:58:42,REM
138,3:59:12,REM
139,3:59:42,WK
140,4:00:12,REM
141,4:00:42,REM
142,4:01:12,REM
143,4:01:42,REM
144,4:02:12,REM
145,4:02:42,REM
146,4:03:12,REM
147,4:03:42,REM
148,4:04:12,REM
149,4:04:42,REM
150,4:05:12,REM
151,4:05:42,REM
152,4:06:12,REM
153,4:06:42,REM
154,4:07:12,REM
155,4:07:42,REM
156,4:08:12,REM
157,4:08:42,WK
158,4:09:12,REM
159,4:09:42,N1
160,4:10:12,N2
161,4:10:42,N2
162,4:11:12,N2
163,4:11:42,N2
164,4:12:12,N2
165,4:12:42,N2
166,4:13:12,N2
167,4:13:42,N2
168,4:14:12,N2
169,4:14:42,N2
170,4:15:12,N2
171,4:15:42,N2
172,4:16:12,N2
173,4:16:42,N2
174,4:17:12,N2
175,4:17:42,N2
176,4:18:12,N2
177,4:18:42,WK
178,4:19:12,N1
179,4:19:42,N2
180,4:20:12,N2
181,4:20:42,N2
182,4:21:12,N2
183,4:21:42,N2
184,4:22:12,N2
185,4:22:42,N2
186,4:23:12,N2
187,4:23:42,N2
188,4:24:12,N2
189,4:24:42,N2
190,4:25:12,N2
191,4:25:42,N2
192,4:26:12,N2
193,4:26:42,N2
194,4:27:12,N2
195,4:27:42,N2
196,4:28:12,N2
197,4:28:42,WK
198,4:29:12,N1
